Begin	End	Name	Symbol	Gene Type
427647	429494	Sec translocon accessory complex subunit SecD	secD	protein-coding
429505	430476	Sec translocon accessory complex subunit SecF	secF	protein-coding
430605	430952	HNH nuclease family protein YajD	yajD	protein-coding
431129	432013	nucleoside-specific channel-forming protein Tsx	tsx	protein-coding
432312	432851	putative lipoprotein YajI	yajI	protein-coding
433002	433451	NrdR transcriptional repressor	nrdR	protein-coding
433455	434558	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase	ribD	protein-coding
434647	435117	6,7-dimethyl-8-ribityllumazine synthase	ribE	protein-coding
435137	435556	transcription antitermination protein NusB	nusB	protein-coding
435634	436611	thiamine monophosphate kinase	thiL	protein-coding
436589	437107	phosphatidylglycerophosphatase A	pgpA	protein-coding
437161	438135	1-deoxyxylulose-5-phosphate synthase YajO	yajO	protein-coding
438315	440177	1-deoxy-D-xylulose-5-phosphate synthase	dxs	protein-coding
440202	441101	geranyl diphosphate/farnesyl diphosphate synthase	ispA	protein-coding
441101	441343	exodeoxyribonuclease VII subunit XseB	xseB	protein-coding
441549	442997	tRNA uridine 4-sulfurtransferase	thiI	protein-coding
443051	443641	protein/nucleic acid deglycase 3	yajL	protein-coding
443604	444515	2-dehydropantoate 2-reductase	panE	protein-coding
444683	445174	nucleotide binding protein YajQ	yajQ	protein-coding
445302	446666	putative transport protein YajR	yajR	protein-coding
446815	447705	heme O synthase	cyoE	protein-coding
447717	448046	cytochrome bo3 subunit 4	cyoD	protein-coding
448046	448660	cytochrome bo3 subunit 3	cyoC	protein-coding
448650	450641	cytochrome bo3 subunit 1	cyoB	protein-coding
450663	451610	cytochrome bo3 subunit 2	cyoA	protein-coding
452070	453545	muropeptide:H(+) symporter	ampG	protein-coding
453589	454167	putative lipoprotein YajG	yajG	protein-coding
454472	454789	DNA-binding transcriptional dual regulator BolA	bolA	protein-coding
455133	456431	trigger factor	tig	protein-coding
456677	457300	ATP-dependent Clp protease proteolytic subunit	clpP	protein-coding
457426	458700	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	protein-coding
458888	461242	Lon protease	lon	protein-coding
461451	461723	DNA-binding protein HU-beta	hupB	protein-coding
461915	463786	periplasmic folding chaperone	ppiD	protein-coding
463937	464308	helix-hairpin-helix 3 family protein	ybaV	protein-coding
464402	464800	long-chain acyl-CoA thioesterase FadM	fadM	protein-coding
464852	465547	7-cyano-7-deazaguanine synthase	queC	protein-coding
465612	467312	uncharacterized protein YbaE	ybaE	protein-coding
467412	468230	HMP-PP phosphatase	cof	protein-coding
468383	468841	DNA-binding transcriptional activator DecR	decR	protein-coding
468871	470643	ABC transporter family protein MdlA	mdlA	protein-coding
470636	472417	ABC transporter family protein MdlB	mdlB	protein-coding
472598	472936	nitrogen regulatory protein PII-2	glnK	protein-coding
472966	474252	ammonium transporter	amtB	protein-coding
474301	475161	acyl-CoA thioesterase II	tesB	protein-coding
475379	475951	PF09619 family lipoprotein YbaY	ybaY	protein-coding
475982	476371	DNA base-flipping protein	ybaZ	protein-coding
476448	476561	signal recognition particle 4.5S RNA	ffs	ncRNA
476672	477025	DUF1428 domain-containing protein YbaA	ybaA	protein-coding
477067	478617	c-di-GMP phosphodiesterase PdeB	pdeB	protein-coding
478781	479251	putative inner membrane protein	ylaC	protein-coding
479367	479918	maltose O-acetyltransferase	maa	protein-coding
480090	480308	hemolysin expression-modulating protein Hha	hha	protein-coding
480334	480708	Hha toxicity modulator TomB	tomB	protein-coding
481254	484403	multidrug efflux pump RND permease AcrB	acrB	protein-coding
484426	485619	multidrug efflux pump membrane fusion lipoprotein AcrA	acrA	protein-coding
485761	486408	DNA-binding transcriptional repressor AcrR	acrR	protein-coding
486536	489898	potassium dependent, small conductance mechanosensitive channel	mscK	protein-coding
490110	490271	DUF2496 domain-containing protein YbaM	ybaM	protein-coding
490285	490812	primosomal replication protein N''	priC	protein-coding
490882	491259	DUF454 domain-containing inner membrane protein YbaN	ybaN	protein-coding
491412	491963	adenine phosphoribosyltransferase	apt	protein-coding
492092	494023	DNA polymerase III subunit tau	dnaX	protein-coding
494076	494405	putative nucleoid-associated protein YbaB	ybaB	protein-coding
494405	495010	recombination mediator protein RecR	recR	protein-coding
495120	496994	chaperone protein HtpG	htpG	protein-coding
497175	497819	adenylate kinase	adk	protein-coding
498055	499017	ferrochelatase	hemH	protein-coding
499014	499973	acetylesterase	aes	protein-coding
500125	501429	inosine/guanosine kinase	gsk	protein-coding
501562	503238	putative transporter YbaL	ybaL	protein-coding
503476	504696	fosmidomycin efflux pump	fsr	protein-coding
504914	506566	5'-nucleotidase/UDP-sugar hydrolase	ushA	protein-coding
506603	507082	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	ybaK	protein-coding
507204	507287	small regulatory RNA ChiX	chiX	ncRNA
507286	508080	TraB family protein YbaP	ybaP	protein-coding
508218	508559	DNA-binding transcriptional regulator YbaQ	ybaQ	protein-coding
508875	511379	Cu(+) exporting P-type ATPase	copA	protein-coding
511641	512573	glutaminase 1	glsA	protein-coding
512576	513868	putative transporter YbaT	ybaT	protein-coding
513993	514400	DNA-binding transcriptional dual regulator CueR	cueR	protein-coding
514401	514859	NfeD-like family protein YbbJ	ybbJ	protein-coding
514856	515773	PHB domain-containing protein QmcA	qmcA	protein-coding
515919	516596	putative iron ABC exporter ATP-binding subunit FetA	fetA	protein-coding
516583	517362	putative iron ABC exporter membrane subunit FetB	fetB	protein-coding
517425	518279	chaperedoxin	cnoX	protein-coding
518340	519149	NADP(+)-dependent aldehyde reductase YbbO	ybbO	protein-coding
519139	519765	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	tesA	protein-coding
519733	520419	putative ABC transporter ATP-binding protein YbbA	ybbA	protein-coding
520416	522830	putative ABC transporter membrane subunit YbbP	ybbP	protein-coding
523261	527541	protein RhsD	rhsD	protein-coding
527581	527949	PF15631 family protein YbbC	ybbC	protein-coding
527949	528659	uncharacterized gene	ylbH	pseudogene
528640	529130	uncharacterized gene	ybbD	pseudogene
529497	529592	uncharacterized gene	ylbI	pseudogene
529645	530016	putative DNA-binding transcriptional regulator YlbG	ylbG	protein-coding
530132	531226	tRNA 2-selenouridine synthase	selU	protein-coding
531295	532221	DNA-binding transcriptional activator AllS	allS	protein-coding
532451	532933	ureidoglycolate lyase	allA	protein-coding
533011	533826	DNA-binding transcriptional repressor AllR	allR	protein-coding
533629	533863	small RNA AllZ	allZ	ncRNA
533916	535697	glyoxylate carboligase	gcl	protein-coding
535710	536486	hydroxypyruvate isomerase	hyi	protein-coding
536586	537464	tartronate semialdehyde reductase 2	glxR	protein-coding
537633	539087	putative allantoin transporter	ybbW	protein-coding
539147	540508	allantoinase	allB	protein-coding
540565	541866	putative purine transporter	ybbY	protein-coding
541888	543033	glycerate 2-kinase 2	glxK	protein-coding
543261	544046	(S)-ureidoglycine aminohydrolase	allE	protein-coding
544057	545292	allantoate amidohydrolase	allC	protein-coding
545314	546363	ureidoglycolate dehydrogenase	allD	protein-coding
546680	548347	putative oxamate carbamoyltransferase FdrA	fdrA	protein-coding
548357	549616	DUF1116 domain-containing protein YlbE	ylbE	protein-coding
549627	550442	DUF2877 domain-containing protein YlbF	ylbF	protein-coding
550439	551332	putative carbamate kinase	ybcF	protein-coding
551527	552594	5-(carboxyamino)imidazole ribonucleotide synthase	purK	protein-coding
552591	553100	N(5)-carboxyaminoimidazole ribonucleotide mutase	purE	protein-coding
553218	553940	UDP-2,3-diacylglucosamine diphosphatase	lpxH	protein-coding
553943	554437	peptidyl-prolyl cis-trans isomerase B	ppiB	protein-coding
554611	555996	cysteine--tRNA ligase	cysS	protein-coding
556032	556553	PF04307 family inner membrane protein YbcI	ybcI	protein-coding
556661	556873	putative RNA-binding protein YbcJ	ybcJ	protein-coding
556875	557741	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	folD	protein-coding
558212	558754	putative fimbrial protein SfmA	sfmA	protein-coding
558974	559666	putative fimbrial chaperone SfmC	sfmC	protein-coding
559697	562300	putative fimbrial usher protein SfmD	sfmD	protein-coding
562336	563319	putative fimbrial adhesin protein SfmH	sfmH	protein-coding
563330	563845	putative fimbrial protein SfmF	sfmF	protein-coding
563848	564480	putative LuxR family transcriptional regulator FimZ	fimZ	protein-coding
564723	564799	tRNA-Arg	argU	tRNA
564815	565978	putative integrase	intD	protein-coding
565858	566079	uncharacterized gene	xisD	pseudogene
566098	566361	uncharacterized gene	exoD	pseudogene
566376	566687	uncharacterized gene	peaD	pseudogene
566684	568247	uncharacterized gene	renD	pseudogene
566842	567141	IS3 element protein InsE	insE3	protein-coding
567138	568004	IS3 element protein InsF	insF3	protein-coding
568315	568647	multidrug/betaine/choline efflux transporter EmrE	emrE	protein-coding
568695	568844	protein YlcJ	ylcJ	protein-coding
568902	570428	putative recombinase YbcK	ybcK	protein-coding
570893	571444	periplasmic protein YbcL	ybcL	protein-coding
571454	572251	putative DNA-binding transcriptional regulator	ybcM	protein-coding
572368	572469	uncharacterized protein YlcH	ylcH	protein-coding
572466	572921	DNA base-flipping protein	ybcN	protein-coding
572921	573091	NinE family prophage protein	ninE	protein-coding
573084	573374	putative nuclease YbcO	ybcO	protein-coding
573371	573733	crossover junction endodeoxyribonuclease RusA	rusA	protein-coding
573730	573870	uncharacterized protein YlcG	ylcG	protein-coding
573956	574339	prophage antitermination protein Q homolog QuuD	quuD	protein-coding
574529	576825	uncharacterized gene	nmpC	pseudogene
574737	575717	IS5 family transposase and trans-activator	insH2	protein-coding
577398	577613	putative phage lysis protein	essD	protein-coding
577613	578110	lysozyme	rrrD	protein-coding
578107	578568	putative prophage endopeptidase RzpD	rzpD	protein-coding
578327	578509	putative prophage lysis lipoprotein RzoD	rzoD	protein-coding
578600	578893	prophage lipoprotein BorD	borD	protein-coding
579184	579594	DUF1398 domain-containing protein YbcV	ybcV	protein-coding
579880	580086	uncharacterized protein YbcW	ybcW	protein-coding
580251	580445	DUF3950 domain-containing protein YlcI	ylcI	protein-coding
580834	581379	putative DNA-packaging protein NohD	nohD	protein-coding
581354	581662	uncharacterized gene	aaaD	pseudogene
581534	582097	putative tail fiber assembly protein TfaD	tfaD	protein-coding
582152	582806	uncharacterized gene	ybcY	pseudogene
582875	583060	protein TfaX	tfaX	protein-coding
583681	584430	DNA-binding transcriptional activator AppY	appY	protein-coding
584680	585633	omptin family outer membrane protease OmpT	ompT	protein-coding
586147	586908	DNA-binding transcriptional activator EnvY	envY	protein-coding
587091	587981	putative exopolysaccharide secretion system auxiliary component	ybcH	protein-coding
587982	590954	exopolysaccharide secretion system outer membrane protein NfrA	nfrA	protein-coding
590941	593178	cyclic di-3',5'-guanylate-activated glycosyltransferase	nfrB	protein-coding
593328	594770	sensor histidine kinase CusS	cusS	protein-coding
594760	595443	DNA-binding transcriptional activator CusR	cusR	protein-coding
595600	596973	copper/silver export system outer membrane channel	cusC	protein-coding
597131	597463	copper/silver export system periplasmic binding protein	cusF	protein-coding
597479	598702	copper/silver export system membrane fusion protein	cusB	protein-coding
598714	601857	copper/silver export system RND permease	cusA	protein-coding
601959	603335	phenylalanine:H(+) symporter PheP	pheP	protein-coding
603416	604663	miniconductance mechanosensitive channel YbdG	ybdG	protein-coding
604771	605424	NAD(P)H-dependent nitroreductase NfsB	nfsB	protein-coding
605518	605886	PF04237 family protein YbdF	ybdF	protein-coding
605951	606199	DUF1158 domain-containing protein YbdJ	ybdJ	protein-coding
606265	607383	putative glutamate--cysteine ligase 2	ybdK	protein-coding
607733	607792	small RNA SokE	sokE	ncRNA
607836	607988	protein HokE	hokE	protein-coding
608065	609177	IS186/IS421 family transposase	insL2	protein-coding
609459	610079	phosphopantetheinyl transferase EntD	entD	protein-coding
610254	612494	ferric enterobactin outer membrane transporter	fepA	protein-coding
612737	613939	ferric enterobactin esterase	fes	protein-coding
613942	614160	enterobactin biosynthesis protein YbdZ	ybdZ	protein-coding
614157	618038	apo-serine activating enzyme	entF	protein-coding
618254	619387	polysaccharide co-polymerase family protein FepE	fepE	protein-coding
619384	620199	ferric enterobactin ABC transporter ATP binding subunit	fepC	protein-coding
620196	621188	ferric enterobactin ABC transporter membrane subunit FepG	fepG	protein-coding
621185	622189	ferric enterobactin ABC transporter membrane subunit FebD	fepD	protein-coding
622300	623550	enterobactin exporter EntS	entS	protein-coding
623554	624510	ferric enterobactin ABC transporter periplasmic binding protein	fepB	protein-coding
624885	626060	isochorismate synthase EntC	entC	protein-coding
626070	627680	2,3-dihydroxybenzoate-AMP ligase	entE	protein-coding
627694	628551	enterobactin synthase component B	entB	protein-coding
628551	629297	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	entA	protein-coding
629300	629713	proofreading thioesterase in enterobactin biosynthesis	entH	protein-coding
629894	631999	pyruvate transporter CstA	cstA	protein-coding
632182	632379	PF04328 family protein YbdD	ybdD	protein-coding
632389	633477	hydroxycarboxylate dehydrogenase A	hcxA	protein-coding
633586	634746	methionine transaminase	ybdL	protein-coding
634747	635376	ParB-like nuclease domain-containing protein YbdM	ybdM	protein-coding
635349	636569	putative PAPS reductase/DUF3440 domain-containing protein YbdN	ybdN	protein-coding
636716	637618	putative LysR family DNA-binding transcriptional regulator YbdO	ybdO	protein-coding
637827	638573	protein sulfenic acid reductase and chaperone DsbG	dsbG	protein-coding
638945	639508	alkyl hydroperoxide reductase, AhpC component	ahpC	protein-coding
639753	641318	alkyl hydroperoxide reductase, AhpF component	ahpF	protein-coding
641439	641867	universal stress protein G	uspG	protein-coding
642088	643326	putative Zn(2(+))-dependent alcohol dehydrogenase YbdR	ybdR	protein-coding
643330	643419	protein YldA	yldA	protein-coding
643557	643967	nucleoside diphosphate kinase regulator	rnk	protein-coding
644197	645003	RNase I	rna	protein-coding
645117	646580	citrate:succinate antiporter	citT	protein-coding
646631	647509	triphosphoribosyl-dephospho-CoA synthase	citG	protein-coding
647484	648035	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	citX	protein-coding
648039	649571	citrate lyase alpha subunit	citF	protein-coding
649582	650490	citrate lyase beta subunit	citE	protein-coding
650487	650783	citrate lyase acyl carrier protein	citD	protein-coding
650798	651856	citrate lyase synthetase	citC	protein-coding
652235	653893	sensor histidine kinase DpiB	dpiB	protein-coding
653862	654542	DNA-binding transcriptional dual regulator DpiA	dpiA	protein-coding
654583	655968	anaerobic C4-dicarboxylate transporter DcuC	dcuC	protein-coding
656557	657117	Lipid A palmitoyltransferase	pagP	protein-coding
657292	657501	transcription antiterminator and regulator of RNA stability CspE	cspE	protein-coding
657555	657938	F(-) channel protein	crcB	protein-coding
658031	658818	uncharacterized gene	ybeM	pseudogene
658947	659150	twin arginine protein translocation system - TatE protein	tatE	protein-coding
659251	660216	lipoyl synthase	lipA	protein-coding
660425	661378	putative DNA-binding transcriptional regulator YbeF	ybeF	protein-coding
